Feature,Importance
cat__diag_1_820,0.002002690504396943
cat__diag_3_427,0.0019496706662310381
cat__diag_2_440,0.0019215421467802202
cat__diag_2_342,0.0018962193958371773
cat__race_Other,0.0018904084326900785
cat__diag_2_496,0.0018897985445452672
cat__age_[20-30),0.0018824957561537192
cat__diag_1_491,0.001875813810918144
cat__diag_2_250.6,0.0018670311353456287
cat__diag_2_599,0.0018381134580254174
cat__diag_1_715,0.001827693157805406
cat__diag_1_427,0.0018260414608346116
cat__age_[90-100),0.001813420348581673
cat__diag_2_250.41,0.0018014037602543452
cat__diag_1_996,0.0017565039193483663
cat__diag_1_410,0.001748343428307171
cat__diag_2_411,0.0017402199367387555
cat__diag_3_707,0.0016952092778568563
cat__diag_2_285,0.0016088056559158102
cat__diag_1_276,0.0016084240696526194
cat__repaglinide_No,0.0015940053504772777
cat__diag_1_780,0.0015896747602740433
cat__diag_2_250.01,0.0015861046658254664
cat__diag_1_722,0.0015712411804639018
cat__metformin_Up,0.001527750458450203
cat__diag_1_250.02,0.001512350925002502
cat__repaglinide_Steady,0.0014796274453121626
cat__diag_1_435,0.0014758578070226873
cat__diag_2_491,0.0014716136232840113
cat__diag_3_V45,0.001468670983312959
cat__diag_1_440,0.0014683106108703506
cat__diag_3_250.02,0.0013933745364141602
cat__diag_2_250.02,0.0013855751839589652
cat__diag_2_413,0.0013791532647378936
cat__diag_3_599,0.0013654215723888088
cat__diag_2_682,0.0013645890708652408
cat__diag_2_648,0.0013571491813641938
cat__age_[10-20),0.001331056271496503
cat__diag_2_780,0.0013248087659992053
cat__diag_1_574,0.0013205087459134917
cat__diag_2_272,0.0012848648918052676
cat__diag_1_250.8,0.0012779213842042069
cat__diag_2_584,0.0012688593964652955
cat__diag_3_197,0.0012412381956558498
cat__diag_1_V57,0.001221739656752517
cat__diag_2_425,0.0012099190522165124
cat__diag_2_493,0.0011994687982048377
cat__diag_1_577,0.001179522837410721
cat__diag_2_305,0.0011768331000126234
cat__diag_1_584,0.0011592797616924275
cat__diag_3_780,0.0011135392326744589
cat__diag_3_285,0.0011015232497815976
cat__diag_1_493,0.0010906782065478507
cat__diag_3_785,0.001088394991160191
cat__diag_3_581,0.0010780326563856887
cat__diag_3_530,0.0010682873562385849
cat__age_[0-10),0.0010667230168550075
cat__diag_1_433,0.0010649230068174335
cat__diag_1_572,0.0010643913661765637
cat__diag_3_41,0.0010636817862256982
cat__diag_2_786,0.0010551624544814743
cat__diag_1_278,0.0010477481417300318
cat__diag_1_250.13,0.0010416727776948289
cat__diag_1_38,0.001037005553932292
cat__diag_2_424,0.0010323376527230008
cat__diag_2_518,0.0010206637735424562
cat__diag_2_486,0.0010179745447074274
cat__diag_3_584,0.0010161485022429136
cat__diag_3_250.01,0.0010046706816997215
